Algorithm,Avg Waiting Time,Avg Turnaround Time,Num Customers,Arrival Time Mean,Burst Time Mean
🎬 First-Come-First-Serve (FCFS),14.687575307220566,23.66445731710194,5,5.569521335882709,8.772287568442803
🔍 Shortest Job Next (SJF),13.99117168988569,23.108349225581826,5,5.569521335882709,8.772287568442803
🔍 Shortest Remaining Time First (SRTF),7.3271516611271394,9.701987043687417,5,5.569521335882709,8.772287568442803
🎬 First-Come-First-Serve (FCFS),4.640755656643489,17.189851147241487,2,5.897351141442164,11.649208584671491
🔍 Shortest Job Next (SJF),6.814724063123835,21.583851474170267,2,5.897351141442164,11.649208584671491
🔍 Shortest Remaining Time First (SRTF),0.7004680665900445,8.586924005044706,2,5.897351141442164,11.649208584671491
🎬 First-Come-First-Serve (FCFS),24.65453673841548,36.669533804452605,4,12.372215941947708,14.026248907726995
🔍 Shortest Job Next (SJF),15.864005442516797,27.816559302760158,4,12.372215941947708,14.026248907726995
🔍 Shortest Remaining Time First (SRTF),11.708557445243759,16.20202484530996,4,12.372215941947708,14.026248907726995
🎬 First-Come-First-Serve (FCFS),13.228589538989104,21.76694634506792,2,14.595188726920696,9.834700779927406
🔍 Shortest Job Next (SJF),0.0,10.858411474813051,2,14.595188726920696,9.834700779927406
🔍 Shortest Remaining Time First (SRTF),1.8793592504008059,7.294354676626806,2,14.595188726920696,9.834700779927406
🎬 First-Come-First-Serve (FCFS),10.002031634797248,20.696541684929272,2,13.09097646483329,14.977872705832691
🔍 Shortest Job Next (SJF),8.951620614093695,27.490859815829204,2,13.09097646483329,14.977872705832691
🔍 Shortest Remaining Time First (SRTF),14.182992243593436,20.616908617486956,2,13.09097646483329,14.977872705832691
🎬 First-Come-First-Serve (FCFS),12.51929318755437,19.45781715312118,3,11.671582076236598,6.706510847412108
🔍 Shortest Job Next (SJF),2.759806748915865,9.92733614748657,3,11.671582076236598,6.706510847412108
🔍 Shortest Remaining Time First (SRTF),11.274877516377193,14.535883823462072,3,11.671582076236598,6.706510847412108
🎬 First-Come-First-Serve (FCFS),31.011187525227122,47.061369754013555,4,10.835908582464665,14.540469324125686
🔍 Shortest Job Next (SJF),15.96536803336139,28.471675420309452,4,10.835908582464665,14.540469324125686
🔍 Shortest Remaining Time First (SRTF),12.94474103961084,17.015359580626757,4,10.835908582464665,14.540469324125686
🎬 First-Come-First-Serve (FCFS),0.0,3.7900930521313487,2,13.987228498097464,5.355990205576479
🔍 Shortest Job Next (SJF),0.0,5.764597249973578,2,13.987228498097464,5.355990205576479
🔍 Shortest Remaining Time First (SRTF),0.0,4.825870756010065,2,13.987228498097464,5.355990205576479
🎬 First-Come-First-Serve (FCFS),27.307216439464383,42.573742089038845,4,8.907651127497648,12.908184683215243
🔍 Shortest Job Next (SJF),15.993866797032307,27.97651479023839,4,8.907651127497648,12.908184683215243
🔍 Shortest Remaining Time First (SRTF),6.9628230495536085,10.637325421069027,4,8.907651127497648,12.908184683215243
🎬 First-Come-First-Serve (FCFS),12.559981595183729,18.514223101884188,3,10.914365315612862,5.504689211658204
🔍 Shortest Job Next (SJF),5.2702952043337445,11.937036768730252,3,10.914365315612862,5.504689211658204
🔍 Shortest Remaining Time First (SRTF),12.452980984408063,13.817065915457997,3,10.914365315612862,5.504689211658204
🎬 First-Come-First-Serve (FCFS),24.327731168154532,29.892438275609855,5,11.580592715009018,6.7607168861986375
🔍 Shortest Job Next (SJF),9.136183087132258,16.27324526178245,5,11.580592715009018,6.7607168861986375
🔍 Shortest Remaining Time First (SRTF),11.264536887245715,13.270772060629051,5,11.580592715009018,6.7607168861986375
🎬 First-Come-First-Serve (FCFS),0.0,9.569792672495552,1,13.558619298333413,7.045559536885321
🔍 Shortest Job Next (SJF),0.0,9.49606330239785,1,13.558619298333413,7.045559536885321
🔍 Shortest Remaining Time First (SRTF),0.0,6.266590632075843,1,13.558619298333413,7.045559536885321
🎬 First-Come-First-Serve (FCFS),0.0,6.680143990546414,2,13.271047730807359,9.698578552159756
🔍 Shortest Job Next (SJF),1.7987591809284886,10.887103907857574,2,13.271047730807359,9.698578552159756
🔍 Shortest Remaining Time First (SRTF),1.2488771053399894,7.6551988770905774,2,13.271047730807359,9.698578552159756
🎬 First-Come-First-Serve (FCFS),11.62065653391888,18.313466973990693,5,8.251322668730507,6.689418869107646
🔍 Shortest Job Next (SJF),15.937856638013198,23.947628869598553,5,8.251322668730507,6.689418869107646
🔍 Shortest Remaining Time First (SRTF),0.9969421523939055,4.668467011118562,5,8.251322668730507,6.689418869107646
🎬 First-Come-First-Serve (FCFS),9.63624026989573,16.239043593542522,3,7.123728094990733,8.280558649137753
🔍 Shortest Job Next (SJF),6.903060363092486,16.25465043664668,3,7.123728094990733,8.280558649137753
🔍 Shortest Remaining Time First (SRTF),4.804397779375564,7.9734955634790365,3,7.123728094990733,8.280558649137753
🎬 First-Come-First-Serve (FCFS),33.0677720746399,45.679115720244326,5,11.337656149438548,11.754551645555333
🔍 Shortest Job Next (SJF),15.479955118045098,25.03506159782787,5,11.337656149438548,11.754551645555333
🔍 Shortest Remaining Time First (SRTF),10.514801331945975,13.925880422700402,5,11.337656149438548,11.754551645555333
🎬 First-Come-First-Serve (FCFS),4.743370588445287,15.72924848950287,2,5.301110819464502,13.239417896443058
🔍 Shortest Job Next (SJF),5.7863125852948265,24.062848568050143,2,5.301110819464502,13.239417896443058
🔍 Shortest Remaining Time First (SRTF),7.693247784336314,17.54157177268474,2,5.301110819464502,13.239417896443058
🎬 First-Come-First-Serve (FCFS),27.77177054636244,43.32866160000227,4,13.151427324212728,14.980629929088337
🔍 Shortest Job Next (SJF),19.841538612824305,35.484597136325114,4,13.151427324212728,14.980629929088337
🔍 Shortest Remaining Time First (SRTF),14.853984089730485,19.30976863829109,4,13.151427324212728,14.980629929088337
🎬 First-Come-First-Serve (FCFS),6.911910969063484,12.608690112264236,2,8.211786951250701,6.736939275300561
🔍 Shortest Job Next (SJF),0.6642049433769923,7.2182756737399,2,8.211786951250701,6.736939275300561
🔍 Shortest Remaining Time First (SRTF),0.0,6.9516798977239525,2,8.211786951250701,6.736939275300561
🎬 First-Come-First-Serve (FCFS),0.0,16.75311748696142,1,14.350659881221898,13.836369723676992
🔍 Shortest Job Next (SJF),0.0,19.958689191075408,1,14.350659881221898,13.836369723676992
🔍 Shortest Remaining Time First (SRTF),0.0,17.59086320702766,1,14.350659881221898,13.836369723676992
🎬 First-Come-First-Serve (FCFS),28.406794842213564,42.44087113360403,5,7.467762546315938,13.789865074531434
🔍 Shortest Job Next (SJF),15.828253968756902,27.856395719220036,5,7.467762546315938,13.789865074531434
🔍 Shortest Remaining Time First (SRTF),11.072756120397955,14.513436218684202,5,7.467762546315938,13.789865074531434
🎬 First-Come-First-Serve (FCFS),9.509575039986165,15.106610200662418,3,6.861798339045999,7.391023551974584
🔍 Shortest Job Next (SJF),7.939655277109028,18.38369442711216,3,6.861798339045999,7.391023551974584
🔍 Shortest Remaining Time First (SRTF),5.411031267151416,7.842298939421732,3,6.861798339045999,7.391023551974584
🎬 First-Come-First-Serve (FCFS),6.667412697741262,21.778662160271956,2,9.010161106455747,14.084430294320644
🔍 Shortest Job Next (SJF),5.390543544971926,22.81242713482051,2,9.010161106455747,14.084430294320644
🔍 Shortest Remaining Time First (SRTF),3.902052361070117,12.585903558857353,2,9.010161106455747,14.084430294320644
🎬 First-Come-First-Serve (FCFS),15.27259600247691,21.20593240123322,4,8.282145757943681,5.778788647445353
🔍 Shortest Job Next (SJF),8.573812391753393,15.101948423020342,4,8.282145757943681,5.778788647445353
🔍 Shortest Remaining Time First (SRTF),7.120948916023014,9.261861956755258,4,8.282145757943681,5.778788647445353
🎬 First-Come-First-Serve (FCFS),0.0,3.7087376275098034,1,6.613061200671478,5.429086872639851
🔍 Shortest Job Next (SJF),0.0,5.004503630876087,1,6.613061200671478,5.429086872639851
🔍 Shortest Remaining Time First (SRTF),0.0,7.914094943230479,1,6.613061200671478,5.429086872639851
🎬 First-Come-First-Serve (FCFS),28.215195999449307,44.08311978786953,4,6.631968559834035,14.654937549591839
🔍 Shortest Job Next (SJF),23.147120189219578,39.04838006233876,4,6.631968559834035,14.654937549591839
🔍 Shortest Remaining Time First (SRTF),7.196827281398558,10.630805547329157,4,6.631968559834035,14.654937549591839
🎬 First-Come-First-Serve (FCFS),8.955401201859493,21.974879901890485,3,13.818397777505822,12.55646499713937
🔍 Shortest Job Next (SJF),7.653732882023526,18.05028357323241,3,13.818397777505822,12.55646499713937
🔍 Shortest Remaining Time First (SRTF),14.493537050906165,20.284446239399067,3,13.818397777505822,12.55646499713937
🎬 First-Come-First-Serve (FCFS),13.892208173582935,24.263575583478715,3,6.635208848187725,13.564064698755029
🔍 Shortest Job Next (SJF),8.276979736567009,20.454798838349216,3,6.635208848187725,13.564064698755029
🔍 Shortest Remaining Time First (SRTF),12.510765608678149,17.726880778424327,3,6.635208848187725,13.564064698755029
🎬 First-Come-First-Serve (FCFS),7.220658566485521,14.285773949656132,4,12.54347771974294,7.728484934563138
🔍 Shortest Job Next (SJF),15.501172429505097,21.53183745737003,4,12.54347771974294,7.728484934563138
🔍 Shortest Remaining Time First (SRTF),18.9602303823657,21.798098513451947,4,12.54347771974294,7.728484934563138
🎬 First-Come-First-Serve (FCFS),13.846022684793889,22.78739895926236,4,12.180364263945407,8.72990307545064
🔍 Shortest Job Next (SJF),10.94191223398539,19.848479905612205,4,12.180364263945407,8.72990307545064
🔍 Shortest Remaining Time First (SRTF),9.67113623950211,12.771465615591332,4,12.180364263945407,8.72990307545064
🎬 First-Come-First-Serve (FCFS),12.222530342808588,17.17744524706429,5,7.607958889079858,7.8448364822163095
🔍 Shortest Job Next (SJF),18.50400697963787,26.840411227860283,5,7.607958889079858,7.8448364822163095
🔍 Shortest Remaining Time First (SRTF),7.300858280962151,8.888998762499345,5,7.607958889079858,7.8448364822163095
🎬 First-Come-First-Serve (FCFS),38.83018196168052,54.51941314808149,5,12.97429616880552,13.893951742164889
🔍 Shortest Job Next (SJF),34.391935125091265,50.478895165374674,5,12.97429616880552,13.893951742164889
🔍 Shortest Remaining Time First (SRTF),22.27011330225225,26.26453878840964,5,12.97429616880552,13.893951742164889
🎬 First-Come-First-Serve (FCFS),14.570068162281222,20.449413511613447,4,8.471800086345198,5.007199500408083
🔍 Shortest Job Next (SJF),10.35023432865231,14.703272029794054,4,8.471800086345198,5.007199500408083
🔍 Shortest Remaining Time First (SRTF),5.878668871996544,7.621176543839709,4,8.471800086345198,5.007199500408083
🎬 First-Come-First-Serve (FCFS),12.956699721294296,17.831201957810855,5,10.453885305226857,6.07969978676925
🔍 Shortest Job Next (SJF),14.106970024288888,21.077740693846767,5,10.453885305226857,6.07969978676925
🔍 Shortest Remaining Time First (SRTF),4.754465683784102,7.279648584098436,5,10.453885305226857,6.07969978676925
🎬 First-Come-First-Serve (FCFS),9.867968297695047,14.078891086097535,2,10.149890099705956,7.1840267053656355
🔍 Shortest Job Next (SJF),0.6391334947333975,10.184700038632519,2,10.149890099705956,7.1840267053656355
🔍 Shortest Remaining Time First (SRTF),1.2929384819229264,6.516695071471139,2,10.149890099705956,7.1840267053656355
🎬 First-Come-First-Serve (FCFS),0.0,6.82281330768881,1,8.010229236500098,5.462124430348446
🔍 Shortest Job Next (SJF),0.0,4.771055195768165,1,8.010229236500098,5.462124430348446
🔍 Shortest Remaining Time First (SRTF),0.0,4.72003575612918,1,8.010229236500098,5.462124430348446
🎬 First-Come-First-Serve (FCFS),24.20176670127082,34.21683104244029,5,8.615960125092183,12.862632668730498
🔍 Shortest Job Next (SJF),15.257352982998487,26.2014895685844,5,8.615960125092183,12.862632668730498
🔍 Shortest Remaining Time First (SRTF),14.930626311817264,18.62163425844823,5,8.615960125092183,12.862632668730498
🎬 First-Come-First-Serve (FCFS),9.524024020889069,22.44853967525308,2,10.136782885798397,12.818513867913438
🔍 Shortest Job Next (SJF),4.613437359396205,19.033813984058273,2,10.136782885798397,12.818513867913438
🔍 Shortest Remaining Time First (SRTF),7.615374225450939,16.818925021425724,2,10.136782885798397,12.818513867913438
🎬 First-Come-First-Serve (FCFS),0.0,17.630843889489267,1,5.169421683096463,13.65258046828311
🔍 Shortest Job Next (SJF),0.0,9.711772475605926,1,5.169421683096463,13.65258046828311
🔍 Shortest Remaining Time First (SRTF),0.0,14.013513575817335,1,5.169421683096463,13.65258046828311
🎬 First-Come-First-Serve (FCFS),25.575020180647464,37.3776592494593,5,7.496554207511411,13.094876201571665
🔍 Shortest Job Next (SJF),22.75347916355326,38.18608399710921,5,7.496554207511411,13.094876201571665
🔍 Shortest Remaining Time First (SRTF),12.011159884254111,15.931926198383895,5,7.496554207511411,13.094876201571665
🎬 First-Come-First-Serve (FCFS),26.98542836265998,39.40151833229198,5,7.464106333434458,12.475392610371463
🔍 Shortest Job Next (SJF),20.108598177885803,34.700677441181085,5,7.464106333434458,12.475392610371463
🔍 Shortest Remaining Time First (SRTF),6.498929773275212,10.025197434052256,5,7.464106333434458,12.475392610371463
🎬 First-Come-First-Serve (FCFS),22.230188958381905,35.60798994244022,5,5.6379652350692675,13.723052207264834
🔍 Shortest Job Next (SJF),31.714983461282497,48.09468580363706,5,5.6379652350692675,13.723052207264834
🔍 Shortest Remaining Time First (SRTF),9.324705494017026,12.640978311909564,5,5.6379652350692675,13.723052207264834
🎬 First-Come-First-Serve (FCFS),8.096137815091794,16.95322898254939,2,12.841935474176001,9.150435606574199
🔍 Shortest Job Next (SJF),0.0,8.876712300308785,2,12.841935474176001,9.150435606574199
🔍 Shortest Remaining Time First (SRTF),0.0,8.938617199663978,2,12.841935474176001,9.150435606574199
🎬 First-Come-First-Serve (FCFS),0.0,16.353196825595838,1,8.63846823323453,10.906140886708467
🔍 Shortest Job Next (SJF),0.0,9.169385434755073,1,8.63846823323453,10.906140886708467
🔍 Shortest Remaining Time First (SRTF),0.0,10.763723460215445,1,8.63846823323453,10.906140886708467
🎬 First-Come-First-Serve (FCFS),0.0,6.030360054706435,2,11.751284948332977,5.858921262616685
🔍 Shortest Job Next (SJF),2.8216702826926734,9.150609533613716,2,11.751284948332977,5.858921262616685
🔍 Shortest Remaining Time First (SRTF),0.0,6.899226798975649,2,11.751284948332977,5.858921262616685
🎬 First-Come-First-Serve (FCFS),0.0,5.484966648409238,2,11.02532992672601,5.410470073700807
🔍 Shortest Job Next (SJF),0.0,5.608768552236281,2,11.02532992672601,5.410470073700807
🔍 Shortest Remaining Time First (SRTF),0.288452361853226,2.160336533035565,2,11.02532992672601,5.410470073700807
🎬 First-Come-First-Serve (FCFS),9.878811221366991,18.978664269785078,4,12.747451611657585,7.6946344998186875
🔍 Shortest Job Next (SJF),13.399411155655512,22.314285345376202,4,12.747451611657585,7.6946344998186875
🔍 Shortest Remaining Time First (SRTF),0.5669828700667134,7.112243833136061,4,12.747451611657585,7.6946344998186875
🎬 First-Come-First-Serve (FCFS),3.774164999579037,21.42010917396779,2,14.388890009299235,13.509046991077991
🔍 Shortest Job Next (SJF),0.0,12.970429323906124,2,14.388890009299235,13.509046991077991
🔍 Shortest Remaining Time First (SRTF),9.834542881091416,17.887330941118197,2,14.388890009299235,13.509046991077991
🎬 First-Come-First-Serve (FCFS),0.0,10.223846164577935,2,14.498220943520506,12.073353638432204
🔍 Shortest Job Next (SJF),5.96269495291439,19.215361610447083,2,14.498220943520506,12.073353638432204
🔍 Shortest Remaining Time First (SRTF),7.2920440757468725,13.791277913419558,2,14.498220943520506,12.073353638432204
🎬 First-Come-First-Serve (FCFS),0.01947967342707635,12.17767830887943,2,13.944292010763204,14.311160450417411
🔍 Shortest Job Next (SJF),9.909193682128548,29.81616124347007,2,13.944292010763204,14.311160450417411
🔍 Shortest Remaining Time First (SRTF),2.0343353418343337,9.86414208367075,2,13.944292010763204,14.311160450417411
🎬 First-Come-First-Serve (FCFS),9.703494982599759,18.312814305648565,2,8.01204609938982,7.721579139744778
🔍 Shortest Job Next (SJF),4.984813120645157,10.791607266943473,2,8.01204609938982,7.721579139744778
🔍 Shortest Remaining Time First (SRTF),6.799543652784302,12.003502481943446,2,8.01204609938982,7.721579139744778
🎬 First-Come-First-Serve (FCFS),0.0,11.5701409936134,1,7.758612843618953,13.41649507875425
🔍 Shortest Job Next (SJF),0.0,13.531445087179524,1,7.758612843618953,13.41649507875425
🔍 Shortest Remaining Time First (SRTF),0.0,15.821233795845778,1,7.758612843618953,13.41649507875425
🎬 First-Come-First-Serve (FCFS),32.66692363652909,49.42883180538132,5,6.013857544451974,14.666521029298918
🔍 Shortest Job Next (SJF),24.89404397721448,36.61609637256042,5,6.013857544451974,14.666521029298918
🔍 Shortest Remaining Time First (SRTF),4.928791280202692,8.802256214576412,5,6.013857544451974,14.666521029298918
🎬 First-Come-First-Serve (FCFS),0.0,12.500605725837598,1,13.026872069255441,9.601239618549306
🔍 Shortest Job Next (SJF),0.0,12.789871477561892,1,13.026872069255441,9.601239618549306
🔍 Shortest Remaining Time First (SRTF),0.0,11.982377907091136,1,13.026872069255441,9.601239618549306
🎬 First-Come-First-Serve (FCFS),0.0,5.6538861598073815,1,13.72790682270555,9.711291588687702
🔍 Shortest Job Next (SJF),0.0,5.286488415094279,1,13.72790682270555,9.711291588687702
🔍 Shortest Remaining Time First (SRTF),0.0,12.009837303784426,1,13.72790682270555,9.711291588687702
🎬 First-Come-First-Serve (FCFS),10.020217785658911,26.682295200537602,2,6.772886483329488,14.450493340637196
🔍 Shortest Job Next (SJF),9.773848406229357,23.801297566995196,2,6.772886483329488,14.450493340637196
🔍 Shortest Remaining Time First (SRTF),0.6230759429933084,9.197900275607052,2,6.772886483329488,14.450493340637196
🎬 First-Come-First-Serve (FCFS),0.0,6.784428630552562,1,7.621893183437292,11.439817348696348
🔍 Shortest Job Next (SJF),0.0,17.034466850505243,1,7.621893183437292,11.439817348696348
🔍 Shortest Remaining Time First (SRTF),0.0,10.621188995466557,1,7.621893183437292,11.439817348696348
🎬 First-Come-First-Serve (FCFS),0.0,9.143319434563919,1,10.761189742308877,13.47920097948655
🔍 Shortest Job Next (SJF),0.0,7.059827718116216,1,10.761189742308877,13.47920097948655
🔍 Shortest Remaining Time First (SRTF),0.0,15.516076522110419,1,10.761189742308877,13.47920097948655
🎬 First-Come-First-Serve (FCFS),0.0,6.02656599228855,1,5.828087843462793,9.234245535425453
🔍 Shortest Job Next (SJF),0.0,6.99929241815122,1,5.828087843462793,9.234245535425453
🔍 Shortest Remaining Time First (SRTF),0.0,9.899655060105925,1,5.828087843462793,9.234245535425453
🎬 First-Come-First-Serve (FCFS),6.322850111377018,17.38111052411379,3,13.286687626985564,10.100263308402287
🔍 Shortest Job Next (SJF),8.723821247182254,16.55998858488041,3,13.286687626985564,10.100263308402287
🔍 Shortest Remaining Time First (SRTF),2.4995902001046866,7.640358859124088,3,13.286687626985564,10.100263308402287
🎬 First-Come-First-Serve (FCFS),0.0,4.235508837061465,2,14.412857633142412,5.558839025377997
🔍 Shortest Job Next (SJF),4.863658932229868,10.901626926860288,2,14.412857633142412,5.558839025377997
🔍 Shortest Remaining Time First (SRTF),0.0,6.656171555961361,2,14.412857633142412,5.558839025377997
🎬 First-Come-First-Serve (FCFS),10.756717884291934,20.234029484813377,4,10.81057591897008,7.512876214114723
🔍 Shortest Job Next (SJF),6.941153145326847,13.695415464933522,4,10.81057591897008,7.512876214114723
🔍 Shortest Remaining Time First (SRTF),11.940780268706362,14.52747203152743,4,10.81057591897008,7.512876214114723
🎬 First-Come-First-Serve (FCFS),14.518346043735475,26.553950593006498,4,5.510545459927054,10.76208279629288
🔍 Shortest Job Next (SJF),18.757326506891307,31.340629477123965,4,5.510545459927054,10.76208279629288
🔍 Shortest Remaining Time First (SRTF),5.514615923813105,8.833614930172473,4,5.510545459927054,10.76208279629288
🎬 First-Come-First-Serve (FCFS),10.608531650522654,18.28552936012586,2,12.86689017399823,7.035992886224049
🔍 Shortest Job Next (SJF),8.874599636711505,16.53064123517892,2,12.86689017399823,7.035992886224049
🔍 Shortest Remaining Time First (SRTF),4.649708002679391,8.904087681350013,2,12.86689017399823,7.035992886224049
🎬 First-Come-First-Serve (FCFS),0.0,4.021432872572035,1,6.432256001286936,6.607740515548138
🔍 Shortest Job Next (SJF),0.0,5.258983139411985,1,6.432256001286936,6.607740515548138
🔍 Shortest Remaining Time First (SRTF),0.0,5.129599820901523,1,6.432256001286936,6.607740515548138
🎬 First-Come-First-Serve (FCFS),23.461889966407146,33.973832998361566,5,7.357550353758192,11.753354496790783
🔍 Shortest Job Next (SJF),12.700857095139316,22.878036616334736,5,7.357550353758192,11.753354496790783
🔍 Shortest Remaining Time First (SRTF),12.8320794616449,15.8876387747465,5,7.357550353758192,11.753354496790783
🎬 First-Come-First-Serve (FCFS),9.338929544363044,23.20412923022394,2,12.105493752762602,12.886073293802758
🔍 Shortest Job Next (SJF),11.663196063473837,26.565652434546323,2,12.105493752762602,12.886073293802758
🔍 Shortest Remaining Time First (SRTF),6.271937424065387,15.139752765153244,2,12.105493752762602,12.886073293802758
🎬 First-Come-First-Serve (FCFS),9.481270793824052,18.59924945040061,3,5.704575644825161,10.231569613977705
🔍 Shortest Job Next (SJF),6.474050104217624,13.239221963904626,3,5.704575644825161,10.231569613977705
🔍 Shortest Remaining Time First (SRTF),6.6871222817093665,10.3284375774607,3,5.704575644825161,10.231569613977705
